status	company_name	meetings	founder	high_concept	industry	focus	field	notes	company_url	discussion	Notes2	metwith	dateapplied	location	description
	Mindtouch		Aaron Fulkerson, Steve Bjorg	Customer Success driven SaaS company with top-tier clients like MakerBot, Paypal, Intuit, Accenture, and more	SaaS, Customer Success Software, Customer Support, Customer Service, Customer Experience, SCRM, Knowledge Management, Knowledge Base, and Customer Engagement		SaaS, Customer Success Software, Customer Support, Customer Service, Customer Experience, SCRM, Knowledge Management, Knowledge Base, and Customer Engagement		mindtouch.com					San Diego	
	MintScraps		Tony Vu	MintScraps is a cloud-based software platform that helps restaurants, grocery stores, and other businesses track their food waste and save money.	Cloud, SaaS, Food waste, Restaraunts, Recycling		Cloud, SaaS, Food waste, Restaraunts, Recycling		https://www.mintscraps.com/					San Diego	
	MiP.O.V. Technologies, Inc.			We are developing a modular, 24/7 wearable camera, a retroactive save algorithm and mobile software that simplifies the video editing and sharing process, making it fast and easy to post to social media.	Medial, Camera Solutions, Spontaneous Moments, Social Media, and Video		Medial, Camera Solutions, Spontaneous Moments, Social Media, and Video		http://mipovtechnologies.com			EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
	Mission Edge		Ken Davenport	Incubator/Accelerator for Social Startups	Social Enterprise, NonProfit, Incubator, Accelerator		Social Enterprise, NonProfit, Incubator, Accelerator		http://www.missionedge.org/services					San Diego	
	Mission Manager			Cloud based incident management	Cloud, SaaS, Natural Disasters		Cloud, SaaS, Natural Disasters		http://www.MissionManager.com					San Diego	
	Mobile Bigfoot		Kevin Lyman	Mobile Bigfoot is a service provider of wireless networks for public and private venues	Wireless, Events, Electronics, Wifi, Mobile		Wireless, Events, Electronics, Wifi, Mobile		http://mobilebigfoot.com					SF	
n/a	Mobile Trec													San Diego	
	Modern AlkaMe (BioMarker)			Modern AlkaMe is a cloud-based precision healthcare platform that uses user-generated digital health data to match supplements & nootropics to customers engaging in cosmetic psychopharmacology	Cloud, Healthcare, Data, Application		Cloud, Healthcare, Data, Application		https://www.biomarker.io/			EvoNexxus		San Diego	 Met With: EvoNexxus
	Mogl		Jarrod Cuzens, Jon Carder, Jeff Federman	MOGL provides an online cash back service for dining at affiliated restaurants.	Credit, Internet, Restaurants, Hospitality, Customer Service		Credit, Internet, Restaurants, Hospitality, Customer Service		https://www.mogl.com/		Owned by Empyr			San Diego	 ,Owned by Empyr
	MomCo		Jillian Rose Darlington, Beth Bryan	MomCo App is a FREE app that allows moms to locate and connect with potential mom friends that live close to them.	Mobile, App, Parenting App, Communication, Mobile Advertising, E-Commerce, Social Media, Mobile		Mobile, App, Parenting App, Communication, Mobile Advertising, E-Commerce, Social Media, Mobile		http://momcoapp.com/					San Diego	
	Motoroso, Inc.		Alex Littlewood	Motoroso is building the Market network for the Automotive and Powersports Enthusiast Community.	Automotive, Social Network, e-commerce, Visual web, and pictures		Automotive, Social Network, e-commerce, Visual web, and pictures		http://www.motoroso.com					San Luis Obispo	
n/a	MovatE Health													San Diego	
n/a	mWorks Health Inc. (merged to form Elimu)				Health info Tech		Health info Tech		https://www.elimu.io/					San Diego	
	MyCareMatch.com			Inhome and assisted living care	Healthcare, Seniors, Assisted Living		Healthcare, Seniors, Assisted Living							San Diego	
	Myliveinc App		Brandon Magpayo	Our mobile app is an interactive social networking and mapping platform for college students in San Diego. Open MyLive and see a map of everything happening around you, in real time.	Mobile App, Students, Campus life		Mobile App, Students, Campus life		https://www.myliveinc.com/						
	Nanome		Steven McClosky	Virtual Reality platform for the advancement and design of nanotechnology.	Nanotechnology, Virtual Reality, SaaS	B2B	Nanotechnology, Virtual Reality, SaaS. Focus : B2B		http://nanome.ai/					San Diego	
	nCore Communications, Inc.		Behzad Mohebbi	a –multi-connectivity platform that supports all access technologies within a single unified network.	Networks, LTE, IoT		Networks, LTE, IoT		http://ncorecommunications.com/					San Diego	
	Neqtr, Inc.		Sonya Davis	Neqtr is a relationship app for socially conscious people looking for love or friendship	Communication, Networking, Mobile, App		Communication, Networking, Mobile, App		https://www.neqtr.com/					San Diego	
	New Blue		Todor Fay, Melissa Jordan Grey	digital video effects technology	Digital Media, Software, Information Technology		Digital Media, Software, Information Technology		http://newbluefx.com/					San Diego	
n/a	Nirvana Systems													San Diego	
	Noble Environmental Technologies		Robert L. Noble, Jay Potter	Noble Environmental Technologies invents and manufactures ECOR, an advanced sustainable building and design material.	Environment, Design, Home renovation		Environment, Design, Home renovation		https://ecorglobal.com/					San Diego	
	NotesFirst		Nadim Hilicioglu, Patricia Lopez, Ryan Lopez	NotesFirstÂ is an encrypted and customizable mobile app with cloud service for healthcare practitioners.					https://www.notesfirst.com/					San Diego	
	Novele		AJ Glassberg	Novele builds real estate technology for the modern, sustainable building	Renerables & environment, Innovative energy storage, software, design, and Real Estate tech		Renerables & environment, Innovative energy storage, software, design, and Real Estate tech		http://www.novele.com					San Diego	
	nPruv			nPruv is a Health IT company enabling a new era of predictive modeling for clinical trial patient matching and recruitment. We are –Match .com for Clinical Trials.”	Medical Trials, Data, Health IT, Healthcare, Patient Recruitment, and Clinical Trials		Medical Trials, Data, Health IT, Healthcare, Patient Recruitment, and Clinical Trials		http://npruv.com/					San Diego	
	NR8 ( pronounced as narrate )		Srinivas Rao	NR8 allows anyone to legally create new videos/stories using billion plus videos on YouTube and other video platforms. NR8's editing interface allows users to legally splice together clips from one or more YouTube videos (with billion+ to chose from) and create new stories/videos.	Video sharing		Video sharing		https://www.nr8.com			EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
	Nulu		Eitan Geft	Nulu is an interactive web platform that helps users learn languages.	Education, News, Language Learning, EdTech		Education, News, Language Learning, EdTech		https://www.nulu.com/en-us/home					San Diego	
	Nxt Robotics Corp.		Jeff Debrosse	NXT Robotics designs and builds intelligent machine-based solutions for security monitoring and reporting applications.	Hardware, Robotics, Robotics, Software Design and Engineering, Security Automation, and Hardware Design and Engineering		Hardware, Robotics, Robotics, Software Design and Engineering, Security Automation, and Hardware Design and Engineering		http://www.nxtrobotics.com					San Diego	
	Oahu Snorkel		Jay Chandler												
	Obrary, Inc.		Eric Schleicher, Scott Austin, Ha Phan	Obrary's mission is to democratize product design by improving the software that runs digital fabrication.	Crowdsourcing, E-Commerce, SaaS, Product Design, B2B, Information Technology, Manufacturing, Open Source		Crowdsourcing, E-Commerce, SaaS, Product Design, B2B, Information Technology, Manufacturing, Open Source		http://obrary.com					San Diego	
n/a	Ocella LLC			Ocella LLC is developing disruptive technologies for wearable/textile electronics, soft robotics, internet of things (IoTs), and many more. Ocella's first mission is to revolutionize portable power by providing battery technologies that are affordable, safe, have an unlimited form-factor, and leading performance.								EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
n/a	Oferta, Inc. DBA AccuSure								http://www.accusure.com					San Diego	
	OfferSavvy		Justin W. Boggs, Matthew Johnston	OfferSavvy is a social commerce marketplace where products are meant to be discovered, collected, shared and purchased by consumers that are offered by merchants looking to both find and participate in and create and cultivate communities of interest for their core products.	Online Marketplace, Media, Social Commerce, Product Discovery, Social Shopping, Product Offers, Rewards, CashBack, Ecommerce, and Charitable		Online Marketplace, Media, Social Commerce, Product Discovery, Social Shopping, Product Offers, Rewards, CashBack, Ecommerce, and Charitable							San Diego	
n/a	OK Feed Me								http://okfeedme.com/					San Diego	
n/a	Oklare, Inc.		Cobus Alberts, Tim Hyland	building tools for consumer water conservation	Renewables and Environment, Water, CleanTech, Clean Energy		Renewables and Environment, Water, CleanTech, Clean Energy		https://www.oklare.com/about					San Diego	
n/a	OLE (Operation Life Extension)			We are helping to save lives better in combat and enhance life everywhere through the custom application of recombinant technology systems.								EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
	Olympus Sky		Bart Shields	Olympus Sky, an IoT security company, protects –Data-In-Flight”, with a highly simplified cryptographic Key Management Solution (KMS).					http://olympussky.com/					San Diego	
	Omnibase.tv			Omnibase cloud platform gives TV broadcasters, OTT (over-the-top) operators and content networks the power to deliver engaging entertainment. You are in control of your viewing data, you see interactive ads you selected and AI recommended, you are entertained with just-in-time augmented content to expand and enrich your experience.					http://www.omnibase.tv/omnibase/			EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
n/a	Opening Studios													San Diego	
n/a	OptCTS, Inc.													San Diego	
	Optics Trainer		Josh Li	Optics Trainer creates cutting edge therapy, training, and testing solutions which utilize eye tracking, virtual reality and augmented reality technology.	Games à Optometry à Health Care à Virtual Reality		Games à Optometry à Health Care à Virtual Reality		www.opticstrainer.com			EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
	optisom		Dave French	Project Z is studying and improving the sleep cycles for individuals within companies.	Sleep Health, Employee Wellness, Improve Employee Safety, Improve Employee Productivity, Lower Employee Healthcare Spend, and Improve Sleep		Sleep Health, Employee Wellness, Improve Employee Safety, Improve Employee Productivity, Lower Employee Healthcare Spend, and Improve Sleep		https://www.optisom.com/					San Diego	
	Orderoso			Mobile orders, mobile catalogs and a suite of tools built exclusively for B2B product sales.	Mobile, Sales Management, Mobile orders, mobile catalogs and a suite of tools built exclusively for B2B product sales.	B2B	Mobile, Sales Management, Mobile orders, mobile catalogs and a suite of tools built exclusively for B2B product sales.. Focus : B2B		http://orderoso.com/					Novata, CA	
	Osler MD		Bharat Shah	OslerMD collects your vital sign measurements using your fingertips. OslerMD also uses Bluetooth technology to connect to other devices.	Life Science, Medical devices		Life Science, Medical devices		http://www.oslermd.com					San Diego	
	OSSIC (Sonic VR)		Joy Lyons, David Carr, Jason Riggs	OSSIC X is the worldês first smart 3D audio headphone that instantly calibrates to the listener.	Audio, Gaming, Virtual Reality		Audio, Gaming, Virtual Reality		https://www.ossic.com/					San Diego	
	PacketSled		Matt Harrigan	PacketSled democratizes security investigations and response with automated network visibility, detection, & IR in the cloud	Cyber Security, Security, Data Visualization, Analytics, Big Data, Internet of Things		Cyber Security, Security, Data Visualization, Analytics, Big Data, Internet of Things		http://www.packetsled.com					San Diego	
n/a	Paranetics													San Diego	
?	Parking ProŠÜ¢ LLC													San Diego	
	Parting		Tyler, Rick, Will	Platform for finding funeral service providers 	Funeral homes	Marketplace	Funeral homes. Focus : Marketplace	Intro from Zack Linford, raising $700k	www.parting.com		https://docs.google.com/document/d/1IEfuLpJsmnRo5lZzZi5wR9RJWsKx8nvmLg0lsxLp4ps/edit			San Francisco	Notes : Intro from Zack Linford, raising $700k ,https://docs.google.com/document/d/1IEfuLpJsmnRo5lZzZi5wR9RJWsKx8nvmLg0lsxLp4ps/edit
n/a	PartySpark.com													San Diego	
	PathSense		Pete Tenereillo, John Dyer	Location stack for IOS and Android	Location Based Services, Automotive, Mobile		Location Based Services, Automotive, Mobile		https://pathsense.com/					San Diego	
n/a	PEDLUR			We provide services that connect big consumers directly to farm sources, regardless of location. Businesses can now choose the price and supplier based on multiple factors including location, price and reviews.								EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
n/a	Pelfunc Inc.													San Diego	
	Penguin App		Sidao Li	Mobile application that dedicated to connect people based on their experiences and common interests rather than physical appearance!	Mobile, App, Mobile App, Friend Making, Social Network, and Social Media		Mobile, App, Mobile App, Friend Making, Social Network, and Social Media							San Diego	
	Penguin App		Sidao Li	Mobile app	Mobile App, Friend Making, Social Network, and Social Media		Mobile App, Friend Making, Social Network, and Social Media		http://www.thepenguinapp.com/						
	Perfect Space		Nate Ritter	web development agency	Web application, Web development, Design		Web application, Web development, Design		http://perfectspace.com					San Diego	
	Perfict.co		Cory Faulkner	Fitness plan app	Mobile App, Health and Fitness		Mobile App, Health and Fitness		http://perfict.co/					San Diego	
	Performa Learning Inc.		Danielle Rowley	Performa Learning is building the next generation EdTech platform that combines educational best practices with Adaptive Learning, AI and Data Science techniques to accelerate professionals towards their goals.	Edtech, English Learning, Education		Edtech, English Learning, Education		http://www.performa-learning.com/index.html					San Diego	
n/a	PeriTech Electronics, LLC													San Diego	
	Pet Partner (Pet Desk)		Taylor Cavanah, Aaron Bannister, Drew Davies, Ken Tsui	CRM software for pet care providers to promote pet health	CRM, SaaS, Apps, Mobile		CRM, SaaS, Apps, Mobile		http://www.petdesk.com					San Diego	
	Pet Wireless (Tailio)			Tailio turns your cat's litter box into a smart monitor. Device rests under box, detects signs of trouble, mobile app alerts & tools	Pets, Mobile App, Med device,		Pets, Mobile App, Med device,							San Diego	
	Phluido		Alan Barbieri	Wireless ReDefined. Radio As A Service. The industry-first software-defined RaaS Fronthaul-over-IP (RaaS-FIP) SDN NF	Wireless, Hardware, Software, Telecommunications		Wireless, Hardware, Software, Telecommunications		http://www.phluido.net					San Diego	
	Plasso		Drew Wilson	e-commerce payment platform	E-commerce		E-commerce		https://plasso.com/					San Diego	
	PlatinumBay		Steve Andrews	Software engineering firm that recruits able bodied autistic workers 	SaaS, Infrastructure	B2B	SaaS, Infrastructure. Focus : B2B		https://www.platinumbay.com/					San Diego	
	Playswell / Shopswell		Mark How, Gk Parish-Philp, Jordan Greenhall, Tim Erdmann, Michael Ferguson, Sondra Drahos	Shopswell is a community that helps each other shop by asking and answering questions, and sharing lists, articles, and reviews of the products they love.	Social Shopping, Internet, Shopping, Content Creators, Consumer, E-commerce		Social Shopping, Internet, Shopping, Content Creators, Consumer, E-commerce		https://www.shopswell.com/					San Diego	
	Pleenq LLC			PLEENQ allows you to tag any item within an image and link it to where it can be purchased. Allowing anyone to shop from any image.					http://pleenq.com/					San Diego	
	Podify, Inc.													San Diego	
	Portfolium		Adam Markowitz	Cloud-based platform empowers students with lifelong opportunities to capture, curate, and convert skills into job offers through their e-portfolio, while giving learning institutions and employers the tools they need to assess competencies and recruit talent	Education, EdTech, Internet, College Recruiting	b2b2c	Education, EdTech, Internet, College Recruiting. Focus : b2b2c		www.portfolium.com					San Diego	
	Posiba		Elizabeth Dreicer	Posiba is a big data and analytics-powered SaaS information service for the foundations, governments, nonprofits and donors.	SaaS, Non Profit, Analytics		SaaS, Non Profit, Analytics		http://posiba.com					San Diego	
	PowerDot		Eric Glader	Muscle stimulator	Device	B2C	Device. Focus : B2C		https://www.powerdot.com/					San Diego	
	Precise Price LLC		Justin Mealey	Precise Price offers complete technology packages that include sleek digital wifi price labels, cloud pricing software, marketing smartphone applications, and checkout kiosks that integrate with any Android or Apple smart device.	Social Media, Image Tagging, Online shopping, E-commerce		Social Media, Image Tagging, Online shopping, E-commerce					EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
	Precision Information (Educated Investor)		Joe Saari						http://www.educatedinvestor.com/					San Diego	
	Price Patrol		Vince Marconi	PricePatrol is a mobile application that monitors nearby stores for availability and price of what user wants.	Mobile App, Mobile Shopping, Deal Finding, and Personal Shopping Companion, E-commerce		Mobile App, Mobile Shopping, Deal Finding, and Personal Shopping Companion, E-commerce		http://pricepatrolapp.com					San Diego	
	Price Patrol App		Vince Marconi	Empowering retailers to influence shoppers and store traffic based on consumer behavior and real-time location.	Mobile App, Consumer products and services		Mobile App, Consumer products and services		https://itunes.apple.com/us/app/price-patrol/id807649028?mt=8					San Diego	
n/a	Primo Wind, Inc.													San Diego	
	PrincipledStrategies		Patrick J Burns	Principled Strategies leverages the power of predictive analytics, optimization, and risk analysis to create innovative, customized solutions that significantly improve our clients' performance.	LifeSci, Data, Analytics, 		LifeSci, Data, Analytics, 		http://www.principledstrategies.com/					San Diego	
	ProdermIQ		Dana Hosseini, Eveie Wilpon	ProdermIQ is a skin health company utilizing the power of data and your microbiome to holistically evaluate skin and create personalized solutions	Skincare, Dermatology, and Microbiology, LifeSci, Life Sciences		Skincare, Dermatology, and Microbiology, LifeSci, Life Sciences		http://www.prodermiq.com					San Diego	
n/a	Prodigi Kids			Baby products/ kid products										San Diego	
	Puptimize		DJ Todd, Rob Steinberg	One app for everything pup related: training, products, advice.	Pets, Mobile App	Marketplaces	Pets, Mobile App. Focus : Marketplaces		https://www.puptimize.com/about-us			Allison, Andy, Eric, Kelly, Josh		San Diego	 Met With: Allison, Andy, Eric, Kelly, Josh
	PureForge		Douglas F. Wall, Nathan Meckel	PureForgeÈ, utilizing its unique proprietary Atomic-ForgedÂ process technology, currently offers PureForge brake rotors and pads that are unmatched in the brake industry.	Nanotechnology and Brake Parts, Automotive		Nanotechnology and Brake Parts, Automotive		https://www.pureforge.com/					San Diego	
	Qeepsake		Jeff McNeil, Duncan Street, Stephanie McNeil	A journal for parents on the go to document their journey with their children or pets.		B2C	. Focus : B2C	Proven scalability, 500k @1.5M eval and in-kind equity, 3 pay plan options (85% members free)	http://www.qeepsake.co		Al & Melanie (Taphunters), Al Bashara, Tech Stars	Allison, Andy, Eric, Kelly, Nena, Taner, Vidya		San Diego	Notes : Proven scalability, 500k @1.5M eval and in-kind equity, 3 pay plan options (85% members free) ,Al & Melanie (Taphunters), Al Bashara, Tech Stars Met With: Allison, Andy, Eric, Kelly, Nena, Taner, Vidya
	Qelzal Corporation		Rob Benson, Olivier JMD Coenen	Next Generation Obstacle Avoidance for Commercial Drones (UAS)	Drones, Machine Learning, Sensor, Software, B2B		Drones, Machine Learning, Sensor, Software, B2B		http://www.qelzal.com					San Diego	
	Race HQ		Anton Villatoro, Don Mulligan, George Plsek	Project Management Platform for Races	Endurance Races, Event management, Project management, Online Marketplaces	B2B, B2C	Endurance Races, Event management, Project management, Online Marketplaces. Focus : B2B, B2C	Looking for $1M and board advisors for software development	http://www.racehq.com/			Andy, Eric, Kelly, Brandon (OTC), Cait		San Diego	Notes : Looking for $1M and board advisors for software development Met With: Andy, Eric, Kelly, Brandon (OTC), Cait
*	RaceHQ		Anton Avillatoro	Event planning app	Mobile, App		Mobile, App							San Diego	
	Ransomly		Zach Prager	We create applications and Bluetooth beacons to help people put down their smartphones more often.	Psychology, Apps, Mobile, Hardware		Psychology, Apps, Mobile, Hardware		https://www.kickstarter.com/projects/1872987074/ransomly-a-bluetooth-beacon-to-make-any-room-app-f?token=d3e31839			EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
	Rational Robotics		Praveen Reddy, Mark Fiala		Robotics, Automotives		Robotics, Automotives		https://www.rationalrobotics.com/					San Diego	
	Reachify		Alex Holt	Reachify uses automated communication routing to deliver patientês messages from any channel to the right staff member with the contextual data that member needs to make an informed decision quickly.	SaaS, Communication Collaboration, Healthcare, and Messaging		SaaS, Communication Collaboration, Healthcare, and Messaging		https://reachify.io/						
?	Renaissance Tots, LLC		David Wang											San Diego	
	ResortPass		Amanda Szabo	ResortPass is an online booking platform for day access to resorts and hotels for the pool, spa, and amenities.	Hospitality, Mobile, Booking		Hospitality, Mobile, Booking		https://www.resortpass.com/					San Diego	
	ResTech		Jeffrey Schipper	Restech offers minimally invasive tools to multiple specialties in order to accurately diagnose and manage reflux, and will continue to create solutions related to the complexity of the aerodigestive system.	Medical Device Manufacturer, Laryngopharyngeal reflux diagnostic test, Reflux diagnostic test, in office diagnostic test, and pH test		Medical Device Manufacturer, Laryngopharyngeal reflux diagnostic test, Reflux diagnostic test, in office diagnostic test, and pH test		http://www.restech.com/					San Diego	
	RetailOps 			RetailOps is web-based warehouse management system and retail operations tool. Our software is built off the process how ecommerce opperates	Management, SaaS, retail, operations		Management, SaaS, retail, operations		https://www.retailops.com/					San Diego	
?	Rewire Health		Mark Oswald						https://www.medimpact.com/					San Diego	
	ReWorld		Sage Ren												
	Right Side Capital		Jeff Pomeranz, Dave Lambert, Kevin Dick	Right Side Capital Management invests in capital-efficient, seed-stage technology startups across the U.S. in every technology sector.	Firm, Seed Investors, Venture Capital		Firm, Seed Investors, Venture Capital		www.rightsidecapital.com					SF	
	RippleNami		Phil Gahn	RippleNami is the first easy-to-use, intuitive visualization platform that allows anyone to map their world	Software, Cloud, Mapping		Software, Cloud, Mapping		https://ripplenami.com					San Diego	
	Robolink		Hansol Hong	Robolink develops robotic kits and drone kits. Using Khan Academy-style videos, students can follow to build and program a robot or drone.	Education, Drones, Robotics		Education, Drones, Robotics		http://robolink.com					San Diego	
	Rock My World		Adam Riggs-Zeigen	App development company	Health, Wellness and Fitness, App, Mobile		Health, Wellness and Fitness, App, Mobile		http://rockmyworldmedia.com/					San Diego	
	Rocket Apps, Inc.		Ryan Grainger	Experience locator app	Mobile, App, Social, Locations, Events		Mobile, App, Social, Locations, Events		https://rocketingapp.com/					San Diego	
n/a	Rockhop Labs		Kristen Michener 						http://www.rockhop.io					San Diego	
	Room2Learn.org		Jane Zhang	We are a sharing platform and design consultancy that tailors school spaces to learning and teaching needs.	Education, Consulting, Technology		Education, Consulting, Technology		http://room2learn.org/						
n/a	Roomality		Aaron Ding, Emily Zisser	Roomality's goal is to make interior decorating decisions for people who don't want to make the decisions. To do this, we're using a quiz based algorithm to determine a person's style and then we recommend our best style kit to them. Our style kits include everything our customer needs to decorate their room all sold together in kit.								EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
	Saambaa		Mike Petanovitch, Matt Voigt	Weêve connected people with millions of things to do, curated by local editors.	Restaurants, Social Media, SaaS, Ticketing, Location Based Services, Events, Music, Mobile, Coupons		Restaurants, Social Media, SaaS, Ticketing, Location Based Services, Events, Music, Mobile, Coupons		http://go.saambaa.com/					San Diego	
	SandBox		Shayne Skaff	Coworking/venture space	Investing, SaaS	Specialized coworking space	Investing, SaaS. Focus : Specialized coworking space		http://www.moorevp.com/			Allison, Eric, Taner & Cait		San Diego	 Met With: Allison, Eric, Taner & Cait
	Savara		John Lord, Chris Marich	Savara Pharmaceuticals develops an inhaled antibiotic for MRSA infection in Cystic Fibrosis	Pharmaceutical, Biopharma, Biotechnology		Pharmaceutical, Biopharma, Biotechnology		http://www.savarapharma.com					Texas	
	save it!		Brianne Korthase, Jan Bond	save it! allows users to create a profile for kids, family, friends, inspirational and save quotes, text messages, parts of emails along with an optional photo to save for later.	iOS à Apps à Kids à Mobile		iOS à Apps à Kids à Mobile		http://sayitsaveit.com/			EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
n/a	Screens													San Diego	
n/a	ScryTec Inc.			Scrytec is dedicated to developing software and systems to detect and mitigate online financial fraud.	Device, fingerprinting, hardware, IT, services		Device, fingerprinting, hardware, IT, services							San Diego	
	Seclytics		Saeed Abu-Nimeh, Victor Baddour 	Predicts cyber threats	AI, Security		AI, Security		https://www.seclytics.com/					San Diego	
n/a	Second Opinion Specialists													San Diego	
	Secured Universe Inc.		Steven Rahseparian	Cyber Security for Mobile Devices	Android, Cyber Security, Security, Mobile		Android, Cyber Security, Security, Mobile		http://secureduniverse.com					San Diego	
	Seed Change		Kevin Smith	Investment platform	Fintech		Fintech		https://www.seedchange.com/					San Diego	
n/a	Seenager, Inc (caredawn)				Accountable Communities for Health, Accountable Care Organizations, Senior Villages, and Population Health		Accountable Communities for Health, Accountable Care Organizations, Senior Villages, and Population Health							San Diego	
	Seismic		Douglas Winter, Marc Romano, Fred Xie, Nasser Barghouti, Ed Calnan	sales enablement solution that allows sales teams to deliver the right content at the right time on any device.	Real Time, Sales Automation, Content, Machine Learning, Analytics, Marketing Automation, Enterprise Software		Real Time, Sales Automation, Content, Machine Learning, Analytics, Marketing Automation, Enterprise Software	Pete Solvik & JMI Equity invested	http://seismic.com					San Diego	Notes : Pete Solvik & JMI Equity invested
n/a	Sencentric, Inc.			Sensing environmental data	Environmental		Environmental		http://www.sencentric.com/					San Diego	
n/a	SEO Metrics													San Diego	
n/a	ServicePair													San Diego	
	SHEnetics		Dean Weber	Our cloud-based AI platform helps you transform your device into a smart talking assistant. Rapidly innovate and launch new devices and services while focusing on your core business and leave the voice technology to us.	Conversational AI	B2B	Conversational AI. Focus : B2B		http://www.she.ai/					San Diego	
	Shield AI		Andrew Reiter, Brandon Tseng, Ryan Tseng	Robot developers	Robotics, National Security, Artificial Intelligence, Drones		Robotics, National Security, Artificial Intelligence, Drones	Andreesen Horowitz funded Series A	http://www.shield.ai					San Diego	Notes : Andreesen Horowitz funded Series A
n/a	Shield Break Studios													San Diego	
	Shop Immigration		Liran Rosenfield	Shop Immigration connects immigrants with immigration attorneys, and provides the safest and most convenient way to obtain professional immigration legal services.	Platform, Service Provider, Consumer, Immigrants		Platform, Service Provider, Consumer, Immigrants		https://shopimmigration.com/					San Diego	
n/a	Shopple													San Diego	
	Shopventory		Dave Carlson, Bach Le, Rares Saftoiu	inventory management and sales analytics services for retail businesses.	Sales, Analytics, Finance		Sales, Analytics, Finance		http://www.shopventory.com					San Diego	
	SIC Drones [System Interchangeable Commercial Drones]			Drone developer	Drones, AI 		Drones, AI 		https://sicdrone.com/#/main					Oregon	
n/a	Simpatic		Alexander Lovell		Network Security, Security, Mobile		Network Security, Security, Mobile		http://www.simpatic.co/					San Diego	
n/a	Skip!													San Diego	
	Skooltopia		Courtney Gant, Patti McCreary	Fundraising platform where small businesses donate percentage of profits to schools	E-commerce, Consumer, Education, Marketplace		E-commerce, Consumer, Education, Marketplace		http://www.skooltopia.com/					San Diego	
	Skylift Global		Amir Emadi	produce heavy-lifting aerial vehicles	Products, Drones, Robotics		Products, Drones, Robotics		http://skyliftglobal.com						
	Skyrobotics			produces and sales a series of Unmanned Aircraft Systems (UAS).	Drones/Robotics, AI, Aircraft		Drones/Robotics, AI, Aircraft		http://www.skyrobotic.com/					Italy	
n/a	Skysense													San Diego	
n/a	Skyvine Inc		Michael Chang	A.I. based technology start-up positioned to provide solutions to the challenges of IoT										San Diego	
	SmartDrive Systems		Greg Mauro	fuel management and driver safety solutions for customers in range of industries from waste management	Analytics, Information Technology, Public Safety, Waste Management		Analytics, Information Technology, Public Safety, Waste Management							San Diego	
	SmartProperty, Inc.		Damian Esparza 	SmartProperty simplifies financial planning and reserve management. It allows community associations to store, share, and retrieve property-related records to enable more accurate forecasts for budgeting purposes.	Data, RealEstate, Planning		Data, RealEstate, Planning		http://www.smartproperty.com					San Diego	
n/a	Snews Media Inc			Computer Software Development and Applications business	News, Media, Online Resources		News, Media, Online Resources							San Diego	
	Soci		Afif Khoury, Alo Sarv	SOCi brings Big Brand social media campaign and promotion capabilities to small businesses and their service providers.	Social Media, SaaS, Digital Marketing		Social Media, SaaS, Digital Marketing	Grayhawk Capital, Vertical Venture Partners are investors	https://www.meetsoci.com/					San Diego	Notes : Grayhawk Capital, Vertical Venture Partners are investors
n/a	Solana Tracking			Solatrax monitors assets (in real-time, indoors or outdoors on xyz axis) and provides information to business users on any computer, tablet or phone. The mobile IoT devices (Solatag Bluetooth beacons) and are tracked in real-time by our Sentinels in our Zigbee mesh network. The Sentinels also are a platform for collecting sensor data (temperature, humidity, activity, location, etc.)								EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
	Solenica		Diva Tommei	Bringing natural light through robotics to the indoors	Natural Lighting, Robotics, IOT (Internet of things), and Sustainability, Environment and renewables		Natural Lighting, Robotics, IOT (Internet of things), and Sustainability, Environment and renewables		http://solenica.com/					San Diego	
	Sourcify			Sourcify connects you with the world's top manufacturers from our vetted sourcing pool. Find a trustworthy, reliable, and capable manufacturer in minutes.	Service Industry, Management Consulting, Manufacturing		Service Industry, Management Consulting, Manufacturing		http://www.trysourcify.com/			EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
n/a	Spark Aerial			build quadcopters, fixed wings and software					https://sparkaerial.com/					San Diego	
	Spark Compass		Erik B	 Spark Compass delivers mobile, curated, personalized experiences to the right person at the right time and place.	Mobile, Events, Consumer		Mobile, Events, Consumer		http://sparkcompass.com/					San Diego	
	SpectraScience			SpectraScience offers a system that uses light-based technologies to diagnose colorectal and other types of cancer.	Health Care, Biotechnology, Medical		Health Care, Biotechnology, Medical		http://spectrascience.com					San Diego	
n/a	SporTech Business Intelligence				SaaS, Sports, Business Intelligence		SaaS, Sports, Business Intelligence							San Diego	
